image_name,caption,emotions
visualnews__usa_today_images_0605_403.jpg,epa05202387 A message of thanks to the late Beatles producer George Martin is scribbled on a wall outside the famous Abbey Road Studios in London Britain 09 March 2016 George Martin a British music producer best known for his work with The Beatles during the 1960s has died aged 90 Martin influenced The Beatles sound after taking them on when he heard their demo tape in 1962 He is credited with 30 number one singles for The Beatles and other artists EPAANDY RAIN,"['intrigued', 'interested', 'happy', 'amazed', 'nostalgic']"
visualnews__usa_today_images_0608_515.jpg,Missions National Historical Park is only the third US site to be designated in the past 20 years Shown here is Mission Concepcion,"['intrigued', 'interested', 'hopeful', 'excited', 'curious', 'beautiful', 'confused']"
visualnews__usa_today_images_0608_796.jpg,Longtime Donald Sterling attorney Max Blecher tried to get in testimony Wednesday about his client's mental capacity but was prevented from doing so by the judge in the probate trial between Donald and Shelly Sterling,"['intrigued', 'good', 'happy', 'curious', 'annoyed', 'confused', 'disgusted', 'angry']"
visualnews__usa_today_images_0609_123.jpg,Fiorina speaks at a campaign event at the HyVee Market Grille in Waukee Iowa on Jan 31 2016,"['neutral', 'angry']"
visualnews__usa_today_images_0610_285.jpg,Steve Stricker chips to the No 5 green,"['good', 'happy', 'excited', 'worried', 'calm', 'bored', 'sad']"
visualnews__usa_today_images_0613_239.jpg,Jameel Mustafa Habboush a young Syrian boy receives oxygen as he is pulled from the rubble of a building following Russian airstrikes on the rebelheld Fardous neighbourhood of the northern embattled Syrian city of Aleppo on October 11 2016,"['upset', 'scared', 'fear', 'happy', 'anger', 'sad', 'angry']"
visualnews__usa_today_images_0614_355.jpg,Brussels Airport in Zaventem was rocked by two explosions in its main hall on March 22 2016,"['concerned', 'neutral', 'scared', 'annoyed', 'sad', 'fear']"
visualnews__usa_today_images_0616_570.jpg,Feb 13 2014 Krasnaya Polyana RUSSIA Miriam Kastlunger competes in the luge team relay during the Sochi 2014 Olympic Winter Games at Sanki Sliding Center Mandatory Credit John David MercerUSA TODAY,"['proud', 'interested', 'fear', 'happy', 'excited', 'curious', 'inspired', 'sad', 'confused']"
visualnews__usa_today_images_0625_192.jpg,Is her baby bump becoming more obvious Barely For the Wales visit Kate chose an iceblue jcoat by Matthew Williamson and her Aquatalia Rhumba boots Under her coat we re told she wore a Hobbs animal shirt dress in a textured pattern,['happy']
visualnews__usa_today_images_0625_815.jpg,Emilia Clarke as Daenerys in Game of Thrones on HBO,"['interested', 'scared', 'hopeful', 'excited', 'joy', 'sad']"
visualnews__usa_today_images_0627_667.jpg,Numbers were drawn Wednesday night for the estimated 524100000 Powerball lottery jackpot The winning numbers are 47 2 63 62 11 and Powerball number 17,"['hopeful', 'happy']"
visualnews__usa_today_images_0629_235.jpg,Ripa was absent when Michael Strahan's impending departure was discussed on Live,"['upset', 'interested', 'intrigued', 'neutral', 'curious', 'worried', 'confused', 'sad']"
visualnews__usa_today_images_0632_115.jpg,The first lady works out performing tai chi with students in the high school's tai chi club Wearing a blackandwhite patterned dress with a wide belt black cardigan and kitten heels she moved her arms and lifted her feet under instruction from the students who told her she was good for a beginner according to the pool report,"['interested', 'happy', 'excited', 'calm', 'angry']"
visualnews__usa_today_images_0634_068.jpg,Hundreds of demonstrators march toward the Baltimore Police Western District station during a protest against police brutality and the death of Freddie Gray,"['anger', 'curious', 'worried', 'sad', 'angry']"
visualnews__usa_today_images_0634_374.jpg,Pope Francis celebrates Christmas Eve midnight Mass at St Peter's Basilica Video provided by AFP,"['excited', 'happy', 'joy']"
visualnews__usa_today_images_0636_126.jpg,Game 4 in Houston Rockets 105 Thunder 103 Chandler Parsons blocks a shot attempt by Reggie Jackson during the second half,['excited']
visualnews__usa_today_images_0636_327.jpg,Green Bay Packers running back Eddie Lacy seeks an opening early in the game against the San Francisco 49ers,"['anger', 'excited', 'happy']"
visualnews__usa_today_images_0638_001.jpg,Angelina Jolie Pitt and Brad Pitt looked as beautiful as ever at the By the Sea premiere,"['curious', 'happy', 'nostalgic', 'sad']"
visualnews__usa_today_images_0638_104.jpg,Arizona Cardinals tight end Darren Fells catches a touchdown against Cincinnati Bengals cornerback Shawn Williams during the first quarter at University of Phoenix Stadium,"['excited', 'happy']"
visualnews__usa_today_images_0639_298.jpg,Chris Froome of Great Britain and Team Sky looks on prior to the final stage of the Tour de France,"['impressed', 'happy']"
visualnews__usa_today_images_0641_009.jpg,With Schroeder on piano the Peanuts gang dances to Vince Guaraldi's classic jazz score in A Charlie Brown Christmas,"['happy', 'hopeful', 'nostalgic']"
visualnews__usa_today_images_0645_470.jpg,MOORE OK MAY 23 Tyler Young helps James Lee remove a stove from the rubble that was once his home before it was destroyed by a tornado on May 23 2013 in Moore Oklahoma A twomile wide EF5 tornado touched down in Moore May 20 killing at least 24 people and leaving behind extensive damage to homes and businesses US President Barack Obama promised federal aid to supplement state and local recovery efforts,"['concerned', 'sad']"
visualnews__usa_today_images_0647_591.jpg,Flowers sent to Jerika Bolen's prom from a family in Kuwait Friday July 22 2016 at the Grand Meridian in Appleton Wis The ballroom which holds 1000 people was packed as wellwishers flooded in throughout the night to celebrate with the 14yearold Appleton girl who suffers from a terminal illness and is expected to die by the end of summer Dubbed OJOs Last Dance O the prom was a final wish for Jerika who has chosen to have her ventilator disconnected at the end of August because the chronic pain from her disease spinal muscular atrophy type 2 has become overwhelming and the prognosis is bleak Danny DamianiUSA TODAY NETWORKWisconsin,"['inspired', 'sad']"
visualnews__usa_today_images_0648_124.jpg,Madison County sheriff's deputies and Jackson police responded to a shooting on Brianfield Cove on Tuesday afternoon,"['upset', 'scared', 'anger', 'worried', 'sad']"
visualnews__usa_today_images_0648_984.jpg,President Obama and Vice President Biden,"['concerned', 'calm', 'inspired']"
visualnews__usa_today_images_0649_453.jpg,President Barack Obama announces sanctions against Russia in response to the crisis in Ukraine Wednesday,"['concerned', 'interested', 'fear', 'sad', 'angry']"
visualnews__usa_today_images_0649_740.jpg,In July 2008 thensenator Barack Obama speaks as thensenator Chuck Hagel listens during a news conference in Amman Jordan,"['neutral', 'happy', 'confused', 'bored', 'sad']"
visualnews__usa_today_images_0650_594.jpg,The US Supreme Court has ruled against the internet streaming TV company Aereo on Aug 24 2014 siding with broadcasters suing the company for taking overtheair broadcast signals and sending them over the internet,"['upset', 'bored', 'happy', 'anger']"
visualnews__usa_today_images_0651_890.jpg,Disney's Boardwalk To complete your feast visit BoardWalk Bakery for cupcakes that frosting fanatics will fall for,"['excited', 'happy', 'neutral']"
visualnews__usa_today_images_0652_828.jpg,Women from We Belong Together make a pilgrimage walk from Juarez crossing the Santa Fe border bridge into El Paso on Tuesday Feb 16 2016 in Juarez Mexico The march aimed to lift up the urgent call for compassion for all migrants and refugees and to to celebrate Pope Francis visit,"['proud', 'happy', 'hopeful', 'excited', 'inspired', 'sad']"
visualnews__usa_today_images_0658_400.jpg,Pablo Sandoval hits a deep tworun home run over the right field wall in the seventh inning to give the Giants an 83 lead,"['happy', 'excited']"
visualnews__usa_today_images_0659_259.jpg,Soldiers stand guard on a tank in front of the presidential palace in Cairo,"['scared', 'fear', 'worried', 'sad']"
visualnews__usa_today_images_0660_630.jpg,A general view shows damaged houses and flattened trees in the aftermath of Super Typhoon Haiyan in a village north of Tacloban,['sad']
visualnews__usa_today_images_0660_827.jpg,A Filipino store owner aims a pistol and warns looters trying to enter his store in Tacloban Survivors have been looting shops for food and water,"['proud', 'scared', 'worried', 'angry', 'disgusted', 'sad', 'fear']"
visualnews__usa_today_images_0661_395.jpg,The 2014 Honda Accord Hybrid Lithium Ion battery pack,"['neutral', 'happy', 'hopeful', 'excited']"
visualnews__usa_today_images_0665_580.jpg,Alabama Crimson Tide running back Derrick Henry carries the ball as Ohio State Buckeyes defensive lineman Joey Bosa pursues in the first quarter of the 2015 Sugar Bowl at MercedesBenz Superdome,"['interested', 'hopeful', 'happy', 'excited', 'curious', 'sad']"
visualnews__usa_today_images_0666_987.jpg,Mizz Money pulls away during the 10th race for the win during Preakness Stakes,['happy']
visualnews__usa_today_images_0668_225.jpg,Utah running back Joe Williams runs the ball in for a touchdown against UCLA,"['impressed', 'upset', 'happy', 'excited', 'bored', 'sad', 'fear']"
visualnews__usa_today_images_0670_943.jpg,Lupe Cantu of McAllen Valley Texas hangs rosary beads on a barricade along Benjamin Franklin Parkway as she waits for Mass delivered by Pope Francis Sunday Sept 27 2015 in Philadelphia Cantu hopes the pope will bless the rosary beads for her future great grand children,"['happy', 'excited', 'sad']"
visualnews__usa_today_images_0672_585.jpg,Jay Desai of Washington foreground and Ariel Timar of Cherry Hill NJ center paint a mural Saturday on the National Mall,"['interested', 'good', 'happy', 'excited']"
visualnews__usa_today_images_0673_211.jpg,A man shows bullets found near a burned APC of the Ukrainian army in the eastern Ukranian village Oktyabrskoe near Kramatorsk on May 14 2014 The day before in this place was a heavy fight between proRussian rebels and Ukrainian soldiers which killed seven Ukrainian soldiers Six Ukrainian soldiers were killed the day before in a rebel ambush on one of the deadliest days for the military since the start of the uprising,"['upset', 'sad', 'angry']"
visualnews__usa_today_images_0673_599.jpg,St Pete storm Massive thunderstorm clouds build in the sky at sunset last month near St Petersburg Fla,"['concerned', 'interested', 'scared', 'happy', 'worried', 'amazed', 'beautiful', 'fear']"
visualnews__usa_today_images_0674_086.jpg,Cloud rows Clouds are lined up in parallel rows while en route from Cleveland to Miami last month The photographer said they looked like rows in a farmer's field,"['interested', 'happy', 'beautiful', 'joy', 'calm', 'confused']"
visualnews__usa_today_images_0674_489.jpg,Clergy process during the state funeral service Saturday in Ascoli Piceno Italy As Italians observed a day of national mourning President Sergio Mattarella and Premier Matteo Renzi joined grieving family members for a state funeral for 35 of the 290 people killed in Wednesdays quake,"['calm', 'sad']"
visualnews__usa_today_images_0676_566.jpg,G Mike Iupati Agreed to deal with Cardinals,"['interested', 'happy', 'anger', 'excited', 'curious']"
visualnews__usa_today_images_0677_080.jpg,Germany's Angelique Kerber reacts during the women's singles final during the 2016 Australian Open,"['happy', 'hopeful', 'excited', 'joy']"
visualnews__usa_today_images_0678_929.jpg,A Nepalese volunteer sprays disinfectant under a building where a body was just recovered in Balaju Kathmandu Nepal,"['upset', 'sad']"
visualnews__usa_today_images_0683_915.jpg,Shirley Carole Isham a great great great granddaughter of Francis Scott Key stands next to a statue of the man who wrote The StarSpangled Banner,"['proud', 'interested', 'happy', 'curious', 'joy', 'bored']"
visualnews__usa_today_images_0684_727.jpg,Najee Washington holds a photo of her grandmother Ethel Lance one of the nine people killed in Wednesday's shooting at Emanuel AME Church as she stands outside her home Friday June 19 2015 in Charleston SC She cared for everyone She took care of people She would give her last to anyone said Washington That's what she was and that's what she ll always be,"['anger', 'sad', 'angry']"
visualnews__usa_today_images_0686_172.jpg,Reporters surround Patriots QB Tom Brady at media day,"['concerned', 'proud', 'interested', 'happy', 'excited', 'annoyed', 'angry']"
